Keyword,Чистый запрос,Requests,Clear_Cards,Cards,Ratio,Rev_Price
токийский гуль постеры,"токийский гуль постеры
токийский гуль постер со всеми
токийский гуль постер а4
токийский гуль 4 сезон постер
токийский гуль заставка на телефон
токийский гуль арты ризе и канеки
токийский гуль плакат а4",104,1036,1855,0.056064690026954175,533
рамка для картины 40х50 со стеклом,стоп,104,3,2058,0.05053449951409135,1285
картина детская,"детские картины
постеры на стену детские распечатать
постеры в детскую для распечатки
милые постеры на стену распечатать
постеры животные в детскую для распечатки
картина в детскую девочке
картинки для мальчиков из мультфильмов
картинки для девочек из мультфильмов
картины из мультиков
сказочные картины
детские иллюстрации",104,6,2152,0.048327137546468404,1487
картина с отпечатками рук,стоп,104,0,2380,0.043697478991596636,-1
постеры черно белые,"постеры черно белые
черно белые постеры с яркими элементами
черно белые постеры природа
слова черно белые постеры
черно белые постеры с красными вставками
чёрно-белые постеры с надписями
чёрно-белые постеры цветы
черно белые постеры одуванчики
постер город черно-белый
постеры черно белые ретро
черно белые цветы постеры вертикальные
постеры черно белые позитивные",104,56,8648,0.012025901942645698,552
картина крестиком,стоп,104,356,21802,0.004770204568388221,754
картина маленькая,картина маленькая,104,209,32339,0.003215931228547574,1902
постеры 50x70,нет,104,16,33776,0.0030791094268119374,1175
постеры цветы,"картина цветы
картины цветов известных художников
картины цветы на розовом фоне
картины цветы большое разрешение
абстракция цветы картины
цветы в картинах великих художников
картины цветы нарисованные
цветы картины художников
картины нежность цветы
картина цветы гортензия
картина цветы на поляне
постеры на стену цветы орхидеи
постер цветы мазками
постеры цветы рисунок
картины цветов акварелью",104,213,34712,0.0029960820465545056,442
постеры а3,нет,104,3343,34804,0.0029881622801976784,293
картина современная,"картина современная
современные художники и их картины
картины современных художников графика
современная концептуальная живопись
живопись современных художников
современные картины эзотерика
современная живопись необычайной красоты
акварель картины современных художников
современные картины с музыкантами
современная живопись россии
современная живопись портреты
современные картины реализм
картины маслом современных художников",104,32,34820,0.002986789201608271,1631
маленькие постеры,"постеры мини
Мини постеры распечатать",104,113,34866,0.002982848620432513,605
картина модульная на кухню,нет,104,104,34902,0.002979771932840525,2238
картины для зала,"картинки городов мира
картинки природы
картинки абстракция красивые
красивые картинки графика
абстракция цветы
абстракция цветов живопись
природа и животные фото
постер экзотика",104,10,34953,0.0029754241409893287,1663
постеры интерьерные 40*50,нет,104,0,34988,0.002972447696353035,-1
настенные картины,нет,104,11,59220,0.0017561634582911178,658
постеры детские,"детские постеры сюжеты
детские принты
детские постеры на стену распечатать
сказочные сюжеты
детские картины маслом
детские картины
постеры на стену детские распечатать
постеры в детскую для распечатки
милые постеры на стену распечатать
постеры животные в детскую для распечатки
картина в детскую девочке
картинки для мальчиков из мультфильмов
картинки для девочек из мультфильмов
картины из мультиков
сказочные картины
детские иллюстрации",104,104,59411,0.0017505175809193585,352
картина по намирам.,стоп,104,0,77997,0.0013333846173570777,-1
рамка а2 для картины,стоп,100,0,44,2.272727272727273,-1
картина скрудж макдак большая,"скрудж макдак картина
надпись скрудж макдак на картинке
скрудж макдак купается в деньгах
картинки скрудж макдак и деньги
скрудж макдак ныряет в деньги
скрудж макдак и поночка
скрудж макдак картинки из мультфильма
скрудж макдак картинки для взрослых",100,15,1034,0.09671179883945841,1511
светящаяся картина,стоп,100,231,1049,0.09532888465204957,3874
картины из эпоксидной смолы,стоп,100,35,1081,0.09250693802035152,3751
картина в баню,"картина в баню
картина для бани
баня в живописи художников
картины про баню русских художников

",100,212,1550,0.06451612903225806,1656
картина с пионами большая,"картина пионы
пионы картины художников
картины современных художников пионы
нежные пионы
пионы фон
пионы винтаж
пионы ретро
обои для рабочего стола 1920х1080 высокого качества пионы ретро
пионы барокко
весенние пионы",100,0,3028,0.03302509907529723,-1
картина обезьяны,"картина обезьяны
картина обезьяны нэшенл географик
мартышки
смешные обезьянки картинки
картинки милых обезьянок
стая обезьян картинки
обезьяна горилла фото
обезьяны на ветке картинки
смешные картинки обезьян",100,450,3309,0.030220610456331218,3995
неоновая картина,"неоновая картина
статуи неон
неоновые картинки черепов
живые неоновые картинки
картинки неоновые девушки
неоновые картинки на телефон
неон город
неоновые картинки на рабочий стол
неоновые картинки животных",100,486,5162,0.019372336303758234,3088
картина блестками,стоп,100,110,11406,0.00876731544800982,969
картина на стену большая модульная,нет,100,123,17502,0.005713632727688264,2778
bmw картина,"bmw картина
картинки бмв 7 серии
картинки на рабочий стол bmw
bmw тюнинг картинки
картинки бмв тюнинг
картинки бмв м3
картинки bmw m5
картинки bmw m3
картинки bmw 7
картинки на рабочий стол бмв
картинки бмв черная
bmw современные",100,262,21458,0.004660266567247646,1726
картина стразами для детей,стоп,100,22,32213,0.003104336758451557,333
картина из мозаики,стоп,100,0,32404,0.003086038760646834,-1
картины из мозаики,стоп,100,0,32440,0.0030826140567200987,-1
картина интерьерная большая,"картинки городов мира
картинки природы
картинки абстракция красивые
красивые картинки графика
абстракция цветы
абстракция цветов живопись
природа и животные фото
постер экзотика",100,256,34786,0.002874719714827804,1897
картина в зал,"картинки городов мира
картинки природы
картинки абстракция красивые
красивые картинки графика
абстракция цветы
абстракция цветов живопись
природа и животные фото
постер экзотика",100,11,34955,0.0028608210556429693,1697
картина цветы интерьерная,"картина с цветами
картины с цветами известных художников
картины с цветами кэрол каваларис
картины с цветами современные
живопись цветы акварель
картины с цветами сирень",100,75,57699,0.0017331322899876947,1687
картина по стразами,стоп,100,556,57736,0.0017320216156297631,755
картины для стен,нет,100,361,59220,0.0016886187098953055,1033
картины в комнату,"картинки городов мира
картинки природы
картинки абстракция красивые
красивые картинки графика
абстракция цветы
абстракция цветов живопись
природа и животные фото
постер экзотика",100,30,59246,0.001687877662627013,1213
картина дерево,,100,8,59322,0.0016857152489801422,1625
картина на дереве,стоп,100,6,59322,0.0016857152489801422,728
лесбиянки постеры,,96,0,3,32.0,-1
постеры tiny bunny,,96,13,13,7.384615384615385,359
король и шут картина,"король и шут постер пнг
король и шут арт
король и шут постеры высокого качества
постеры король и шут
король и шут рисунки
король и шут фотосессия
король и шут обои
король и шут картинки
король и шут первый состав
михаил горшенев
горшок постер",96,680,884,0.1085972850678733,792
ковер картина на стену,,96,3,911,0.10537870472008781,1363
мини картины,мини постеры распечатать,96,650,1251,0.07673860911270983,1069
картина джокер,"джокер картина
картинки джокера из фильма
джокер картинки из мультфильма
кровавый джокер картинки
картинки джокер и харли
картинки джокера из отряд самоубийц
joker картинки на рабочий стол
картинки джокера из игры
джокер картинки джаред",96,713,1328,0.07228915662650602,1385
картина текстурная,стоп,96,41,1457,0.06588881262868909,2396
картина эротика,"картина эротика
картина сексуальность
сексуальная энергия картинки
эротическая живопись пин-ап
эротическое фэнтези
художник robert mcginnis эротика",96,760,3260,0.029447852760736196,1107
картина мотоциклист,,96,301,5968,0.0160857908847185,1386
картина в белой рамке интерьерная,стоп,96,0,8934,0.010745466756212223,-1
картина пион,"картина пионы
пионы картины художников
картины современных художников пионы
нежные пионы
пионы фон
пионы винтаж
пионы ретро
обои для рабочего стола 1920х1080 высокого качества пионы ретро
пионы барокко
весенние пионы",96,5553,17627,0.00544619050320531,4052
рамка для картины 40х60,стоп,96,24,19376,0.00495458298926507,941
картина на стену зеленая,,96,16,19539,0.004913250422232458,1557
картина на стену в салон красоты,"картина в салон красоты вертикальная
бьюти картинки нарисованные ресницы
картины в салон красоты маникюр
бьюти картинки нарисованные
бьюти картинки нарисованные девушки
бьюти рисунки визажиста
косметика рисунок
девушка парикмахер рисунок",96,0,22017,0.004360267066357814,-1
картины на стену в гостиную больших размеров,"картинки городов мира
картинки природы
картинки абстракция красивые
красивые картинки графика
абстракция цветы
абстракция цветов живопись
природа и животные фото
постер экзотика",96,0,30864,0.003110419906687403,-1
маленькая картина,маленькая картина,96,209,32386,0.0029642438090532945,1893
алмазные картины с подрамником,стоп,96,0,33151,0.0028958402461464207,-1
современные картины,"картина современная
современные художники и их картины
картины современных художников графика
современная концептуальная живопись
живопись современных художников
современные картины эзотерика
современная живопись необычайной красоты
акварель картины современных художников
современные картины с музыкантами
современная живопись россии
современная живопись портреты
современные картины реализм
картины маслом современных художников",96,12,34820,0.0027570361860999423,1634
модульная картина на стену для ,,96,0,34856,0.002754188661923342,-1
большие постеры на стену,,96,163,34900,0.0027507163323782233,465
картины детские в комнату,"детские постеры сюжеты
детские принты
детские постеры на стену распечатать
сказочные сюжеты
детские картины маслом
детские картины
постеры на стену детские распечатать
постеры в детскую для распечатки
милые постеры на стену распечатать
постеры животные в детскую для распечатки
картина в детскую девочке
картинки для мальчиков из мультфильмов
картинки для девочек из мультфильмов
картины из мультиков
сказочные картины
детские иллюстрации",96,0,34930,0.0027483538505582595,-1
картины в рамке,нет,96,754,40817,0.0023519611926403213,1741
постеры для интерьера,,96,841,56667,0.0016941076817195192,603
картины на стену в детскую,"детские постеры сюжеты
детские принты
детские постеры на стену распечатать
сказочные сюжеты
детские картины маслом
детские картины
постеры на стену детские распечатать
постеры в детскую для распечатки
милые постеры на стену распечатать
постеры животные в детскую для распечатки
картина в детскую девочке
картинки для мальчиков из мультфильмов
картинки для девочек из мультфильмов
картины из мультиков
сказочные картины
детские иллюстрации",96,45,57292,0.0016756266145360609,1319
картина из алмазной мозаики,стоп,96,0,57293,0.0016755973679158011,-1
декоративные картины,,96,0,58911,0.001629576819269746,-1
картины абстракция,"картина абстракция
абстракция картины известных художников
девушка абстракция картина
африка абстракция
абстракция в живописи",96,3485,59337,0.0016178775468931696,1537
модульные картины на стену для интерьера,нет,96,9,59549,0.001612117751767452,2121
картины природа,,96,1513,59584,0.001611170784103115,1461
картина для рисования по номерам,стоп,96,5,134419,0.0007141847506676884,2147
постеры инди кид,,92,24,57,1.6140350877192982,439
картина marvel,,92,1,156,0.5897435897435898,895
обложка на паспорт картина,стоп,92,120,192,0.4791666666666667,529
кавс картина,,92,67,384,0.23958333333333334,1057
крепление для картины,стоп,92,41,514,0.17898832684824903,174
постеры аниме волейбол,,92,288,957,0.0961337513061651,736
постеры клинок рассекающих демонов,,92,0,3842,0.02394586153045289,-1
картина эйфелева башня,,92,2760,4184,0.02198852772466539,2851
картина на холсте ван гог,"картина ван гог
пейзажи ван гога
картина ван гога на айфон
картины ван гога обои на айфон
картины ван гога виноградники
подсолнухи ван гога
картины ван гога парижского периода
ван гог венеция
ван гог звездная ночь
ван гог ночное кафе
ван гог автопортрет
ван гог пшеничное поле с воронами",92,611,5731,0.01605304484383179,1841
картина гравити фолз,,92,719,6376,0.014429109159347553,689
картина кристаллами,стоп,92,38,8422,0.010923771075753978,897
постеры эстетика,,92,584,9491,0.009693393741439259,568
картина в туалет,,92,230,11560,0.00795847750865052,2133
картина с цитатами,,92,0,31537,0.0029172083584361225,-1
постеры 30х40 интерьерные,,92,832,31802,0.0028928998176215334,421
картина рисовать,стоп,92,0,33596,0.0027384212406238837,-1
картины алмазная мозаика на холсте,стоп,92,51,33647,0.002734270514458941,740
большая модульная картина,,92,372,33716,0.002728674813145094,2628
картина арт,,92,4502,34134,0.0026952598582058946,1037
картина в спальню на стену,,92,68,34716,0.002650074893420901,1084
картина на холсте большая интерьерная,,92,143,34806,0.0026432224329138655,2363
картины для  на стену,,92,6,34827,0.0026416286214718467,479
картина 60 на 80,,92,3049,34853,0.0026396579921384097,2000
картины с природой на стену,,92,3,34906,0.0026356500315132068,893
детские картины на стену,,92,0,59730,0.0015402645236899382,-1
картины на стену детские,"детские постеры сюжеты
детские принты
детские постеры на стену распечатать
сказочные сюжеты
детские картины маслом
детские картины
постеры на стену детские распечатать
постеры в детскую для распечатки
милые постеры на стену распечатать
постеры животные в детскую для распечатки
картина в детскую девочке
картинки для мальчиков из мультфильмов
картинки для девочек из мультфильмов
картины из мультиков
сказочные картины
детские иллюстрации",92,0,59731,0.0015402387370042356,-1
картина спорт,,92,415,62762,0.001465855135272936,881
tiny bunny постеры,,88,13,13,6.769230769230769,359
постеры битва экстрасенсов,"постеры с экстрасенсами
постеры экстрасенсы битва сильнейших",88,362,412,0.21359223300970873,616
картина stray kids по номерам,стоп,88,308,490,0.17959183673469387,1008
парные картины,нет,88,12,668,0.1317365269461078,643
картина путин,,88,649,936,0.09401709401709402,872
клуб романтики картина,,88,877,991,0.08879919273461151,1123
постеры в детскую для девочки,"детские постеры сюжеты
детские принты
детские постеры на стену распечатать
сказочные сюжеты
детские картины маслом
детские картины
постеры на стену детские распечатать
постеры в детскую для распечатки
милые постеры на стену распечатать
постеры животные в детскую для распечатки
картина в детскую девочке
картинки для девочек из мультфильмов
картины из мультиков
сказочные картины
детские иллюстрации",88,4,2617,0.033626289644631255,399
картина из смолы,стоп,88,37,5178,0.016994978756276556,4785
постеры атака титанов,,88,2774,5496,0.01601164483260553,528
постеры мода,,88,37,10102,0.008711146307661849,1313
картина львы,,88,77,12828,0.006859993763642033,2043
картина япония,,88,1508,13279,0.0066270050455606595,1127
картины для рисования,стоп,88,19,33151,0.0026545202256342193,1130
подрамник 40х50 для картины,стоп,88,43,33695,0.002611663451550675,975
картина по фото на холсте,,88,71,34630,0.002541149292520936,1501
картина на стену в спальню модульная,,88,9,34786,0.0025297533490484677,2280
3д картины,стоп,88,125,48344,0.0018202879364554029,1287
картина раскраска по номерам,стоп,88,46,56816,0.0015488594762038863,714
картина красками,стоп,88,0,59195,0.0014866120449362277,-1
картины интерьерные на холсте,,88,1,59533,0.0014781717702786689,728
картина по цветам,стоп,88,5,87886,0.001001297134924789,273
картина потномерам,стоп,88,0,134365,0.0006549324600900532,-1
строй кидс постеры,,84,1,81,1.037037037037037,241
картина для пар отпечатки рук,стоп,84,1,87,0.9655172413793104,448
все ради игры постеры,,84,1,111,0.7567567567567568,348
картина наруто,,84,73,258,0.32558139534883723,945
постеры the weeknd,,84,178,604,0.1390728476821192,645
картина скрудж макдак по номерам,стоп,84,197,1255,0.06693227091633466,1025
постеры скандинавский стиль,,84,102,1935,0.043410852713178294,1679
картина маникюр,,84,840,2065,0.04067796610169491,919
картина импровизация,,84,1145,2220,0.03783783783783784,5537
скруж макдак картина,"картина скрудж макдак
скрудж макдак купается в деньгах
скрудж макдак купается в деньгах обои
скрудж макдак картинки из мультфильма
скрудж макдак картина
надпись скрудж макдак на картинке
скрудж макдак купается в деньгах
картинки скрудж макдак и деньги
скрудж макдак ныряет в деньги
скрудж макдак и поночка
скрудж макдак картинки из мультфильма
скрудж макдак картинки для взрослых",84,0,2387,0.03519061583577713,-1
клинок рассекающий демонов картина,,84,1455,3060,0.027450980392156862,1125
картина мотоцикл,,84,2421,3524,0.02383654937570942,3688
картины в спальню над кроватью,,84,3,4526,0.01855943437914273,10287
песочные картины,стоп,84,347,4872,0.017241379310344827,3678
картина футбол,,84,1940,5126,0.016387046429964885,1043
ван гог картина,"картина ван гог
пейзажи ван гога
картина ван гога на айфон
картины ван гога обои на айфон
картины ван гога виноградники
подсолнухи ван гога
картины ван гога парижского периода
ван гог венеция
ван гог звездная ночь
ван гог ночное кафе
ван гог автопортрет
ван гог пшеничное поле с воронами",84,3928,8076,0.010401188707280832,3930
рамка 40х50 для картины на подрамнике,стоп,84,44,9172,0.009158307893589184,1072
картина акварель,,84,5124,15462,0.00543267365153279,4434
геншин постеры,,84,5199,15521,0.005412022421235745,486
постеры к поп,,84,413,20286,0.004140786749482402,762
картина красное дерево,,84,20,21743,0.003863312330405188,815
постеры с надписью,,84,2,24068,0.0034901113511716804,292
рама для картины 40х60,стоп,84,9,28322,0.002965892239248641,954
постеры 50*70 см,,84,0,33528,0.0025053686471009306,-1
картина с фотографией,нет,84,0,34493,0.0024352767228133245,-1
картина на холсте аниме,,84,2264,34857,0.0024098459419915653,972
картина классика,,84,880,34881,0.002408187838651415,5965
картина для зала,,84,10,34954,0.002403158436802655,1663
детские постеры,,84,104,59411,0.0014138795845887126,352
картина для дома,,84,14,59492,0.001411954548510724,614
картины художников,,84,32,65183,0.0012886795636899192,507
картина черная,,84,2,79343,0.0010586945288179172,1295
картина по,стоп,84,6000,99273,0.0008461515215617539,1206
постеры на стену ironman,,80,0,0,80.0,-1
ringstring картина,,80,0,30,2.6666666666666665,-1
постеры на стену мияги,"картинки мияги и эндшпиль
miyagi эндшпиль картинки
фото мияги и эндшпиль b b[ uheggf
мияги азамат кудзаев
miyagi эндшпиль фото 2017
miyagi эндшпиль фотосессии
miyagi картинки на рабочий стол",80,10,101,0.7920792079207921,603
мусульманские картины с молитвой,,80,1,117,0.6837606837606838,1239
капибара картина,,80,194,231,0.3463203463203463,1169
картина из мха на стену,стоп,80,0,272,0.29411764705882354,-1
рамка 50х70 для картины,,80,55,407,0.19656019656019655,1230
скриптонит картина,"картина скриптонит
скриптонит картинки hd
картинка надпись скриптонит
скриптонит картинки на рабочий стол",80,356,422,0.1895734597156398,1086
картина сфинкс,,80,575,788,0.10152284263959391,1066
лак для картины,стоп,80,209,858,0.09324009324009325,977
модульная картина на стену желтая,нет,80,0,1704,0.046948356807511735,-1
картина деньги на стену,,80,38,2128,0.03759398496240601,1172
импровизация картина,,80,1145,2220,0.036036036036036036,5537
картина баскетбол,,80,1392,3001,0.026657780739753417,952
картины с подсветкой,стоп,80,373,3973,0.020135917442738484,2983
бтс картина,,80,1714,5412,0.014781966001478197,1635
светодиодная картина,стоп,80,185,5811,0.013766993632765444,1516
картина лебеди,,80,1286,6048,0.013227513227513227,4149
картины из гобелена,стоп,80,43,6144,0.013020833333333334,1546
картина орхидея,,80,3239,9659,0.008282430893467233,6916
клей для алмазной картины,стоп,80,18,12305,0.00650142218610321,242
картина на стену горы,,80,197,13992,0.005717552887364208,1365
постеры геншин импакт,,80,4987,13995,0.0057163272597356195,507
картины принцессы,,80,467,15010,0.005329780146568954,548
картина 3д на стену,стоп,80,1,15847,0.005048274121284785,1482
картина водопад,,80,5884,20316,0.003937783028155149,6869
картина для прихожей,,80,0,34618,0.00231093650701947,-1
картина на стену в прихожую,,80,264,34619,0.0023108697536035126,2276
картина на стену в спальню большая,,80,47,34850,0.0022955523672883787,1130
стильная картина,,80,129,34869,0.0022943015285783936,998
картины в коридор,,80,8,34878,0.0022937095016916107,1250
рамка для картины а3,стоп,80,75,34883,0.0022933807298684173,856
картина природа на стену,,80,177,34906,0.00229186959262018,1014
картина бисером вышивка,стоп,80,1234,36557,0.0021883633777388736,964
картина в детскую большая,"детские постеры сюжеты
детские принты
детские постеры на стену распечатать
сказочные сюжеты
детские картины маслом
детские картины
постеры на стену детские распечатать
постеры в детскую для распечатки
милые постеры на стену распечатать
постеры животные в детскую для распечатки
картина в детскую девочке
картина в детскую мальчику
картинки для девочек из мультфильмов
картинки для мальчиков из мультфильмов
картины из мультиков
сказочные картины
детские иллюстрации",80,5,37202,0.002150422020321488,912
картина с котом,"картина кот
пародии на картины коты
кот в костюме картина
коты надежды соколовой
картина кот в городе
ким хаскинс коты
kim haskins картины
ким хаскинс новогодние коты
смешные коты ким хаскинс
ким хаскинс картины
картины маслом коты
рисунки котов
кот акварелью
постеры с котами
плакаты с котами
милые котики рисунки
картинки милых котят на аватарку
картинки милых котят аниме
котики мультяшные
картинки милых котят
картинки коты приколы
картины с кошками
картины котов румянцева
",80,52,44381,0.0018025731732047498,1501
картина пейзаж,,80,2990,59141,0.0013526994809015742,4218
картина обстракция,,80,0,59337,0.0013482312890776412,-1
деревянная картина,,80,0,59948,0.0013344898912390738,-1
картинам по номерам,,80,6000,134385,0.0005953045354764296,671
мини постеры эстетика,,76,20,168,0.4523809523809524,463
картина для гендер пати,,76,107,324,0.2345679012345679,403
благословение небожителей картина,,76,334,413,0.18401937046004843,664
картина гравити фолз по номерам,,76,198,540,0.14074074074074075,877
картина из песка для девочек,,76,1,788,0.09644670050761421,723
эпоксидная смола картины,,76,202,1081,0.07030527289546716,1701
картина мияги на стену,"картинки мияги и эндшпиль
miyagi эндшпиль картинки
фото мияги и эндшпиль b b[ uheggf
мияги азамат кудзаев
miyagi эндшпиль фото 2017
miyagi эндшпиль фотосессии
miyagi картинки на рабочий стол",76,112,1173,0.06479113384484228,1174
картина для бани,,76,206,1550,0.04903225806451613,1516
постеры ботаника,,76,363,1623,0.04682686383240912,629
blackpink постеры,,76,1124,2023,0.037567968363816116,564
картина одуванчики,,76,198,2248,0.033807829181494664,1867
картина климт,,76,576,2514,0.030230708035003977,1468
картина девушка с пионами,,76,91,5464,0.013909224011713031,1089
картина маяк,,76,1113,6063,0.012535048655780966,1575
картины маслом на холсте,,76,358,7129,0.010660681722541731,6997
бтс постеры,,76,4680,7350,0.010340136054421769,550
эротическая картина,,76,2,7583,0.010022418567849136,1577
картина эротическая,,76,2,7583,0.010022418567849136,1577
картина 150х100,нет,76,524,8166,0.009306882194464855,4350
эстетичные картины,,76,0,8956,0.008485931219294328,-1
картина лошади,"картина с лошадьми
самые известные картины с лошадьми
картина наездница на лошади
картинки лошадей фэнтези
картина с лошадьми что означает
картинки лошадей вертикальные
лошади на воле
картины сказочных лошадей
лошади картины художников
картины с лошадьми фото
лошади на картинах великих художников
картинки лошадей пегасов
картины с лошадьми известных художников
картинки лошадей мустангов",76,1255,9878,0.0076938651548896534,5091
картина на стекле для ,стоп,76,0,11252,0.0067543547813722,-1
постеры на стену интерьерные в рамках,,76,0,13799,0.005507645481556634,-1
картина в ванную,,76,1,14366,0.005290268689962411,1093
картина с золотом,,76,1358,18057,0.004208894057706153,2095
к поп постеры,,76,501,20279,0.0037477193155481038,760
картина аниме по номерам,,76,1205,20812,0.003651739381126273,905
светодиодная картина,стоп,76,2,22542,0.0033714843403424718,1711
картина телом,"картина телом
женское тело картины
картины с натуры
картина соблазн
тела гиперреалистичные картины
картина страсть",76,2,23887,0.0031816469209193284,635
картина вертикальная,,76,10,28582,0.002659016164019313,2130
постеры фильмы,,76,36,29725,0.00255677039529016,435
детские постеры на стену,"детские постеры сюжеты
детские принты
детские постеры на стену распечатать
сказочные сюжеты
детские картины маслом
детские картины
постеры на стену детские распечатать
постеры в детскую для распечатки
милые постеры на стену распечатать
постеры животные в детскую для распечатки
картина в детскую девочке
картина в детскую мальчику
картинки для девочек из мультфильмов
картинки для мальчиков из мультфильмов
картины из мультиков
сказочные картины
детские иллюстрации",76,58,34665,0.002192413096783499,220
картины в зал,,76,11,34953,0.002174348410722971,1697
постеры 40х50,,76,957,34985,0.0021723595826782906,993
картины большие настенные,,76,0,53205,0.0014284371769570528,-1
картины настенные,,76,11,59358,0.0012803665891707942,658
настенная картина,,76,19,59358,0.0012803665891707942,1914
модульная картина цветы,нет,76,351,59919,0.0012683789782873547,3561
картины на холсте по номерам,стоп,76,2043,97474,0.0007796950981800275,796
